well,Row,Column,BioRep,pH,Batch,Plate,Number,Species,Strain,Protocol,BatchN,OD
E4,E,4,B,5,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.128
F4,F,4,B,5,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.132
G4,G,4,Blank,5,1A2,0506,Blank,NA,NA,NA,NA,0.09
H4,H,4,B,7,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.801
A5,A,5,A,5.5,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.058
B5,B,5,A,5.5,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.056
C5,C,5,A,5.5,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.057
D5,D,5,B,5.5,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.292
E5,E,5,B,5.5,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.312
F5,F,5,B,5.5,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.312
G5,G,5,Blank,5.5,1A2,0506,Blank,NA,NA,NA,NA,0.062
H5,H,5,B,7,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.825
A6,A,6,A,6,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.101
B6,B,6,A,6,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.107
C6,C,6,A,6,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.104
D6,D,6,B,6,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.466
E6,E,6,B,6,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.497
F6,F,6,B,6,1A2,0506,5,Gardnerella swidsinskii,Gv5-1,1,2,0.494
G6,G,6,Blank,6,1A2,0506,Blank,NA,NA,NA,NA,0.103
H6,H,6,Blank,7,1A2,0506,Blank,NA,NA,NA,NA,0.056
A7,A,7,A,3.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.085
B7,B,7,A,3.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.084
C7,C,7,A,3.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.084
D7,D,7,B,3.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.084
E7,E,7,B,3.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.084
F7,F,7,B,3.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.087
G7,G,7,Blank,3.5,1A2,0506,Blank,NA,NA,NA,NA,0.073
H7,H,7,A,7,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.7
A8,A,8,A,4,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.104
B8,B,8,A,4,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.108
C8,C,8,A,4,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.108
D8,D,8,B,4,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.107
E8,E,8,B,4,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.107
F8,F,8,B,4,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.112
G8,G,8,Blank,4,1A2,0506,Blank,NA,NA,NA,NA,0.103
H8,H,8,A,7,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.677
A9,A,9,A,4.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.16
B9,B,9,A,4.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.16
C9,C,9,A,4.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.17
D9,D,9,B,4.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.145
E9,E,9,B,4.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.147
F9,F,9,B,4.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.161
G9,G,9,Blank,4.5,1A2,0506,Blank,NA,NA,NA,NA,0.113
H9,H,9,A,7,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.668
A10,A,10,A,5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.24
B10,B,10,A,5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.219
C10,C,10,A,5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.213
D10,D,10,B,5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.171
E10,E,10,B,5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.223
F10,F,10,B,5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.219
G10,G,10,Blank,5,1A2,0506,Blank,NA,NA,NA,NA,0.082
H10,H,10,B,7,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.486
A11,A,11,A,5.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.366
B11,B,11,A,5.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.358
C11,C,11,A,5.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.36
D11,D,11,B,5.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.309
E11,E,11,B,5.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.269
F11,F,11,B,5.5,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.239
G11,G,11,Blank,5.5,1A2,0506,Blank,NA,NA,NA,NA,0.053
H11,H,11,B,7,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.463
A12,A,12,A,6,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.397
B12,B,12,A,6,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.36
C12,C,12,A,6,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.343
D12,D,12,B,6,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.307
E12,E,12,B,6,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.302
F12,F,12,B,6,1A2,0506,6,Gardnerella vaginalis,315-A,1,2,0.303
G12,G,12,Blank,6,1A2,0506,Blank,NA,NA,NA,NA,0.072
H12,H,12,Blank,7,1A2,0506,Blank,NA,NA,NA,NA,0.052
A1,A,1,A,3.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.077
B1,B,1,A,3.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.079
C1,C,1,A,3.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.081
D1,D,1,B,3.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.079
E1,E,1,B,3.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.079
F1,F,1,B,3.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.09
G1,G,1,Blank,3.5,1A2,0708,Blank,NA,NA,NA,NA,0.072
H1,H,1,A,7,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.64
A2,A,2,A,4,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.108
B2,B,2,A,4,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.134
C2,C,2,A,4,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.132
D2,D,2,B,4,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.133
E2,E,2,B,4,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.125
F2,F,2,B,4,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.133
G2,G,2,Blank,4,1A2,0708,Blank,NA,NA,NA,NA,0.117
H2,H,2,A,7,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.741
A3,A,3,A,4.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.151
B3,B,3,A,4.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.188
C3,C,3,A,4.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.171
D3,D,3,B,4.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.185
E3,E,3,B,4.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.178
F3,F,3,B,4.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.167
G3,G,3,Blank,4.5,1A2,0708,Blank,NA,NA,NA,NA,0.138
H3,H,3,A,7,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.766
A4,A,4,A,5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.131
B4,B,4,A,5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.144
C4,C,4,A,5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.155
D4,D,4,B,5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.161
E4,E,4,B,5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.14
F4,F,4,B,5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.142
G4,G,4,Blank,5,1A2,0708,Blank,NA,NA,NA,NA,0.11
H4,H,4,B,7,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.734
A5,A,5,A,5.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.164
B5,B,5,A,5.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.193
C5,C,5,A,5.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.204
D5,D,5,B,5.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.187
E5,E,5,B,5.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.174
F5,F,5,B,5.5,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.178
G5,G,5,Blank,5.5,1A2,0708,Blank,NA,NA,NA,NA,0.07
H5,H,5,B,7,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.758
A6,A,6,A,6,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.299
B6,B,6,A,6,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.359
C6,C,6,A,6,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.38
D6,D,6,B,6,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.367
E6,E,6,B,6,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.375
F6,F,6,B,6,1A2,0708,7,Gardnerella piotii,JCP8066,1,2,0.371
G6,G,6,Blank,6,1A2,0708,Blank,NA,NA,NA,NA,0.126
H6,H,6,Blank,7,1A2,0708,Blank,NA,NA,NA,NA,0.074
A7,A,7,A,3.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.079
B7,B,7,A,3.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.086
C7,C,7,A,3.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.096
D7,D,7,B,3.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.096
E7,E,7,B,3.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.098
F7,F,7,B,3.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.096
G7,G,7,Blank,3.5,1A2,0708,Blank,NA,NA,NA,NA,0.082
H7,H,7,A,7,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.786
A8,A,8,A,4,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.097
B8,B,8,A,4,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.111
C8,C,8,A,4,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.118
D8,D,8,B,4,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.118
E8,E,8,B,4,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.122
F8,F,8,B,4,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.12
G8,G,8,Blank,4,1A2,0708,Blank,NA,NA,NA,NA,0.117
H8,H,8,A,7,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.762
A9,A,9,A,4.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.126
B9,B,9,A,4.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.154
C9,C,9,A,4.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.145
D9,D,9,B,4.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.145
E9,E,9,B,4.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.142
F9,F,9,B,4.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.143
G9,G,9,Blank,4.5,1A2,0708,Blank,NA,NA,NA,NA,0.127
H9,H,9,A,7,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.743
A10,A,10,A,5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.14
B10,B,10,A,5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.182
C10,C,10,A,5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.201
D10,D,10,B,5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.175
E10,E,10,B,5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.166
F10,F,10,B,5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.185
G10,G,10,Blank,5,1A2,0708,Blank,NA,NA,NA,NA,0.099
H10,H,10,B,7,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.733
A11,A,11,A,5.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.326
B11,B,11,A,5.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.371
C11,C,11,A,5.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.378
D11,D,11,B,5.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.358
E11,E,11,B,5.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.365
F11,F,11,B,5.5,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.391
G11,G,11,Blank,5.5,1A2,0708,Blank,NA,NA,NA,NA,0.061
H11,H,11,B,7,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.682
A12,A,12,A,6,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.325
B12,B,12,A,6,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.34
C12,C,12,A,6,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.315
D12,D,12,B,6,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.309
E12,E,12,B,6,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.293
F12,F,12,B,6,1A2,0708,8,Gardnerella sp. 8,Gv101,1,2,0.297
G12,G,12,Blank,6,1A2,0708,Blank,NA,NA,NA,NA,0.06
H12,H,12,Blank,7,1A2,0708,Blank,NA,NA,NA,NA,0.059
A1,A,1,A,3.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.066
B1,B,1,A,3.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.062
C1,C,1,A,3.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.064
D1,D,1,B,3.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.06
E1,E,1,B,3.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.061
F1,F,1,B,3.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.061
G1,G,1,Blank,3.5,3A1,0102,Blank,NA,NA,NA,NA,0.058
H1,H,1,A,7,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.712
A2,A,2,A,4,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.077
B2,B,2,A,4,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.086
C2,C,2,A,4,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.088
D2,D,2,B,4,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.083
E2,E,2,B,4,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.081
F2,F,2,B,4,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.079
G2,G,2,Blank,4,3A1,0102,Blank,NA,NA,NA,NA,0.071
H2,H,2,A,7,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.818
A3,A,3,A,4.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.253
B3,B,3,A,4.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.358
C3,C,3,A,4.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.301
D3,D,3,B,4.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.188
E3,E,3,B,4.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.196
F3,F,3,B,4.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.211
G3,G,3,Blank,4.5,3A1,0102,Blank,NA,NA,NA,NA,0.115
H3,H,3,A,7,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.842
A4,A,4,A,5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.394
B4,B,4,A,5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.434
C4,C,4,A,5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.402
D4,D,4,B,5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.294
E4,E,4,B,5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.38
F4,F,4,B,5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.297
G4,G,4,Blank,5,3A1,0102,Blank,NA,NA,NA,NA,0.094
H4,H,4,B,7,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.872
A5,A,5,A,5.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.429
B5,B,5,A,5.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.508
C5,C,5,A,5.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.462
D5,D,5,B,5.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.333
E5,E,5,B,5.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.36
F5,F,5,B,5.5,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.331
G5,G,5,Blank,5.5,3A1,0102,Blank,NA,NA,NA,NA,0.063
H5,H,5,B,7,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.904
A6,A,6,A,6,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.624
B6,B,6,A,6,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.703
C6,C,6,A,6,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.725
D6,D,6,B,6,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.522
E6,E,6,B,6,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.645
F6,F,6,B,6,3A1,0102,1,Gardnerella sp. 2,C0084H9,3,1,0.528
G6,G,6,Blank,6,3A1,0102,Blank,NA,NA,NA,NA,1.18
H6,H,6,Blank,7,3A1,0102,Blank,NA,NA,NA,NA,0.061
A7,A,7,A,3.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.064
B7,B,7,A,3.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.076
C7,C,7,A,3.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.071
D7,D,7,B,3.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.086
E7,E,7,B,3.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.076
F7,F,7,B,3.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.09
G7,G,7,Blank,3.5,3A1,0102,Blank,NA,NA,NA,NA,0.063
H7,H,7,A,7,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.668
A8,A,8,A,4,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.071
B8,B,8,A,4,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.088
C8,C,8,A,4,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.084
D8,D,8,B,4,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.082
E8,E,8,B,4,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.082
F8,F,8,B,4,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.085
G8,G,8,Blank,4,3A1,0102,Blank,NA,NA,NA,NA,0.071
H8,H,8,A,7,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.665
A9,A,9,A,4.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.158
B9,B,9,A,4.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.18
C9,C,9,A,4.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.15
D9,D,9,B,4.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.156
E9,E,9,B,4.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.179
F9,F,9,B,4.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.209
G9,G,9,Blank,4.5,3A1,0102,Blank,NA,NA,NA,NA,0.113
H9,H,9,A,7,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.669
A10,A,10,A,5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.193
B10,B,10,A,5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.238
C10,C,10,A,5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.223
D10,D,10,B,5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.194
E10,E,10,B,5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.201
F10,F,10,B,5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.207
G10,G,10,Blank,5,3A1,0102,Blank,NA,NA,NA,NA,0.142
H10,H,10,B,7,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.612
A11,A,11,A,5.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.264
B11,B,11,A,5.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.313
C11,C,11,A,5.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.326
D11,D,11,B,5.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.325
E11,E,11,B,5.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.321
F11,F,11,B,5.5,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.343
G11,G,11,Blank,5.5,3A1,0102,Blank,NA,NA,NA,NA,0.056
H11,H,11,B,7,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.591
A12,A,12,A,6,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.221
B12,B,12,A,6,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.302
C12,C,12,A,6,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.337
D12,D,12,B,6,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.36
E12,E,12,B,6,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.356
F12,F,12,B,6,3A1,0102,2,Gardnerella sp. 11,C0101A1,3,1,0.345
G12,G,12,Blank,6,3A1,0102,Blank,NA,NA,NA,NA,1.05
H12,H,12,Blank,7,3A1,0102,Blank,NA,NA,NA,NA,0.049
A1,A,1,A,3.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.066
B1,B,1,A,3.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.061
C1,C,1,A,3.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.06
D1,D,1,B,3.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.061
E1,E,1,B,3.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.06
F1,F,1,B,3.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.061
G1,G,1,Blank,3.5,3A1,0304,Blank,NA,NA,NA,NA,0.058
H1,H,1,A,7,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.517
A2,A,2,A,4,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.075
B2,B,2,A,4,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.073
C2,C,2,A,4,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.072
D2,D,2,B,4,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.074
E2,E,2,B,4,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.081
F2,F,2,B,4,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.097
G2,G,2,Blank,4,3A1,0304,Blank,NA,NA,NA,NA,0.085
H2,H,2,A,7,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.73
A3,A,3,A,4.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.122
B3,B,3,A,4.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.13
C3,C,3,A,4.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.128
D3,D,3,B,4.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.125
E3,E,3,B,4.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.132
F3,F,3,B,4.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.146
G3,G,3,Blank,4.5,3A1,0304,Blank,NA,NA,NA,NA,0.126
H3,H,3,A,7,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.744
A4,A,4,A,5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.111
B4,B,4,A,5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.148
C4,C,4,A,5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.106
D4,D,4,B,5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.113
E4,E,4,B,5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.111
F4,F,4,B,5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.109
G4,G,4,Blank,5,3A1,0304,Blank,NA,NA,NA,NA,0.118
H4,H,4,B,7,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.671
A5,A,5,A,5.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.154
B5,B,5,A,5.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.155
C5,C,5,A,5.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.146
D5,D,5,B,5.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.157
E5,E,5,B,5.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.162
F5,F,5,B,5.5,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.122
G5,G,5,Blank,5.5,3A1,0304,Blank,NA,NA,NA,NA,0.061
H5,H,5,B,7,3A1,0304,3,Gardnerella piotii,UM35,3,1,0.832
A6,A,6,A,6,3A1,0304,3,Gardnerella piotii,UM35,3,1,1.031
B6,B,6,A,6,3A1,0304,3,Gardnerella piotii,UM35,3,1,1.093
C6,C,6,A,6,3A1,0304,3,Gardnerella piotii,UM35,3,1,1.188
D6,D,6,B,6,3A1,0304,3,Gardnerella piotii,UM35,3,1,1.226
E6,E,6,B,6,3A1,0304,3,Gardnerella piotii,UM35,3,1,1.258
F6,F,6,B,6,3A1,0304,3,Gardnerella piotii,UM35,3,1,1.203
G6,G,6,Blank,6,3A1,0304,Blank,NA,NA,NA,NA,1.152
H6,H,6,Blank,7,3A1,0304,Blank,NA,NA,NA,NA,0.058
A7,A,7,A,3.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.092
B7,B,7,A,3.5,3A1,0304,4,Gardnerella piotii,C0093B3,3,1,0.109
